"_","Id","Name","AccountId__c","ccrz__BillTo__c","Billing_Address__c","Billing_City_State_Zip__c","Bulk_Product_Count__c","Billing_Company_Name__c","ccrz__BuyerCompanyName__c","ccrz__ShipMethod__c","Average_Gross_Profit_Margin__c","Average_Per_Unit_Profit_Margin__c","Average_Net_Profit_Margin__c","ccrz__OrderNumber__c","Total_Cost__c","ccrz__TotalDiscount__c","Total_Weight__c"
"[ccrz__E_Order__c]","a0n5d00000YRtO8AAL","O-0000016685","0013h000013Onaz","a0P5d00001CoaSLEAZ","Idemitsu Lubricants America Corp<br>701 Port Road<br>Jeffersonville, IN 47130<br>United States","Jeffersonville, IN 47130","1","Idemitsu Lubricants America Corp","","ALS Tanker","","","","1016685","52455","","45686.16"
"[ccrz__E_Order__c]","a0n5d00000YRtODAA1","O-0000016686","0013h00000t5vRT","a0P5d00001CoaTJEAZ","Lukoil North America LLC<br>505 5th Avenue 9th Floor<br>New York, NY 10017<br>United States","New York, NY 10017","0","Lukoil North America LLC","","Buyback","","","","1016686","595.54","","532.79"
"[ccrz__E_Order__c]","a0n5d00000YRtOwAAL","O-0000016687","0013h00000zug6v","a0P5d00001Coac6EAB","Northeast Lubricants, LTD<br>4500 Renaissance Parkway<br>Cleveland, OH 44128<br>United States","Cleveland, OH 44128","4","Northeast Lubricants, LTD","","ALS Tanker","","","","1016687","33510","","46549.49"
"[ccrz__E_Order__c]","a0n5d00000YRtP1AAL","O-0000016688","0013h00000zug6v","a0P5d00001CoaevEAB","Northeast Lubricants, LTD<br>4500 Renaissance Parkway<br>Cleveland, OH 44128<br>United States","Cleveland, OH 44128","0","Northeast Lubricants, LTD","","Common Carrier Prepay","","","","1016688","11431.16","","10757.67"
"[ccrz__E_Order__c]","a0n5d00000YRtP6AAL","O-0000016689","0013h00000zug6v","a0P5d00001CoafeEAB","Northeast Lubricants, LTD<br>4500 Renaissance Parkway<br>Cleveland, OH 44128<br>United States","Cleveland, OH 44128","4","Northeast Lubricants, LTD","","ALS Tanker","","","","1016689","39950","","47156.14"
"[ccrz__E_Order__c]","a0n5d00000YRtPGAA1","O-0000016690","0013h00000ztMKZ","a0P5d00001CoagNEAR","Grade A Petroleum<br>90 East Hawthorne Avenue<br>Valley Stream, NY 11580<br>United States","Valley Stream, NY 11580","0","Grade A Petroleum","","Customer Pickup","","","","1016690","1528.8","","2004.24"
"[ccrz__E_Order__c]","a0n5d00000YRtPLAA1","O-0000016691","0013h00000zug6v","a0P5d00001CoahVEAR","Northeast Lubricants, LTD<br>4500 Renaissance Parkway<br>Cleveland, OH 44128<br>United States","Cleveland, OH 44128","4","Northeast Lubricants, LTD","","Customer Pickup","","","","1016691","28618.78","","46640.89"
"[ccrz__E_Order__c]","a0n5d00000YRtPQAA1","O-0000016692","0013h00000zug6v","a0P5d00001CoahkEAB","Northeast Lubricants, LTD<br>4500 Renaissance Parkway<br>Cleveland, OH 44128<br>United States","Cleveland, OH 44128","3","Northeast Lubricants, LTD","","ALS Tanker","","","","1016692","44715","","46503.12"
"[ccrz__E_Order__c]","a0n5d00000YRtQAAA1","O-0000016693","0013h000013OoCs","a0P5d00001CoawkEAB","Sealube Marine Inc<br>3663 N. Sam Houston Parkway E Suite 600<br>Houston, TX 77032<br>United States","Houston, TX 77032","0","Sealube Marine Inc","","Common Carrier Prepay","","","","1016693","913.74","","889.44"
"[ccrz__E_Order__c]","a0n5d00000YRtSVAA1","O-0000016694","0013h00000t5vRx","a0P5d00001CobxLEAR","Lukoil North America LLC<br>505 5th Avenue 9th Floor<br>New York, NY 10017<br>United States","New York, NY 10017","0","Lukoil North America LLC","","Buyback","","","","1016694","232.22","","317.42"
"[ccrz__E_Order__c]","a0n5d00000YRtSaAAL","O-0000016695","0013h00000ztCrA","a0P5d00001CobxpEAB","Chesapeake Petroleum<br>P. O. Box 7610<br>Gaithersburg, MD 20898<br>United States","Gaithersburg, MD 20898","1","Chesapeake Petroleum","","ALS Tanker","","","","1016695","49855","","45240.48"
"[ccrz__E_Order__c]","a0n5d00000YRtSfAAL","O-0000016696","0013h000013P5MP","a0P5d00001Coc05EAB","Citgo Lubricants<br>1293 Eldridge Parkway<br>Houston, TX 77077<br>United States","Houston, TX 77077","3","Citgo Lubricants","","Customer Pickup","","","","1016696","48745","","45808.35"
"[ccrz__E_Order__c]","a0n5d00000YRtSpAAL","O-0000016697","0013h00000ztCi5","a0P5d00001Coc1NEAR","Chemlube International Inc<br>500 Mamaroneck Avenue<br>Harrison, NY 10528<br>United States","Harrison, NY 10528","1","Chemlube International Inc","","Rail","","","","1016697","156375","","163575"
"[ccrz__E_Order__c]","a0n5d00000YRtT9AAL","O-0000016698","0013h00000zvDrd","a0P5d00001CocFjEAJ","K-Bros<br>70 Scott Drive<br>Westbrook, ME 04092<br>United States","Westbrook, ME 04092","4","K-Bros","","ALS Tanker","","","","1016698","28814","","48183.15"
"[ccrz__E_Order__c]","a0n5d00000YRtTJAA1","O-0000016699","0013h00000zvDrd","a0P5d00001CocInEAJ","K-Bros<br>70 Scott Drive<br>Westbrook, ME 04092<br>United States","Westbrook, ME 04092","4","K-Bros","","ALS Tanker","","","","1016699","32941","","46033.11"
"[ccrz__E_Order__c]","a0n5d00000YRtTOAA1","O-0000016700","0013h00000ztCCh","a0P5d00001CocLYEAZ","Brown Engineering Co.<br>P. O. Box 14355<br>Reading, PA 19612<br>United States","Reading, PA 19612","1","Brown Engineering Co.","","ALS Tanker","","","","1016700","20250","","19168.76"
"[ccrz__E_Order__c]","a0n5d00000YRtTTAA1","O-0000016701","0013h000013Onaz","a0P5d00001CocOgEAJ","Idemitsu Lubricants America Corp<br>701 Port Road<br>Jeffersonville, IN 47130<br>United States","Jeffersonville, IN 47130","1","Idemitsu Lubricants America Corp","","ALS Tanker","","","","1016701","53885","","45665.1"
"[ccrz__E_Order__c]","a0n5d00000YRtTiAAL","O-0000016702","0013h00000xrzIN","a0P5d00001CocVSEAZ","Sunoco Inc.<br>Ten Penn Center 1818 Market Street, Suite 1500<br>Philadelphia, PA 19103<br>United States","Philadelphia, PA 19103","0","Sunoco Inc.","","Buyback","","","","1016702","1402.6","","1213.5"
"[ccrz__E_Order__c]","a0n5d00000YRtV0AAL","O-0000016703","0013h00000vLrpk","a0P5d00001CocvBEAR","Preferred Materials Inc<br>4636 Scarborough Drive<br>Lutz, FL 33559<br>United States","Lutz, FL 33559","0","Preferred Materials Inc","","Buyback","","","","1016703","1271.84","","500"
"[ccrz__E_Order__c]","a0n5d00000YRtV5AAL","O-0000016704","0013h00000zuuHU","a0P5d00001Cocy5EAB","Total Specialties USA, Inc<br>5 North Stiles Street<br>Linden, NJ 07036<br>United States","Linden, NJ 07036","1","Total Specialties USA, Inc","","ALS Tanker","","","","1016704","76320","","42637.8"
"[ccrz__E_Order__c]","a0n5d00000YRtVAAA1","O-0000016705","0013h00000JQpy2","a0P5d00001CoczrEAB","Parts Authority LLC<br>3 Dakota Drive<br>New Hyde Park, NY 11042<br>United States","New Hyde Park, NY 11042","0","Parts Authority LLC","","Buyback","","","","1016705","1478.95","","1751.82"
"[ccrz__E_Order__c]","a0n5d00000YRtVKAA1","O-0000016706","0013h00000JQpwo","a0P5d00001Cod0VEAR","Parts Authority LLC<br>3 Dakota Drive<br>New Hyde Park, NY 11042<br>United States","New Hyde Park, NY 11042","0","Parts Authority LLC","","Buyback","","","","1016706","510.57","","457.15"
"[ccrz__E_Order__c]","a0n5d00000YRtW9AAL","O-0000016708","0013h00000zssaO","a0P5d00001Cod43EAB","Brenntag Lubricants Northeast<br>1064 Goffs Falls Road<br>Manchester, NH 03103<br>United States","Manchester, NH 03103","4","Brenntag Lubricants Northeast","","ALS Tanker","","","","1016708","44615","","47146.75"
"[ccrz__E_Order__c]","a0n5d00000YRtWdAAL","O-0000016709","0013h00000JQpmG","a0P5d00001Cod64EAB","Advance Auto Parts<br>2635 East Millbrook Road<br>Raleigh, NC 27604<br>United States","Raleigh, NC 27604","0","Advance Auto Parts","","Buyback","","","","1016709","269.76","","1777.12"
"[ccrz__E_Order__c]","a0n5d00000YRtX7AAL","O-0000016710","0013h00000JQpl3","a0P5d00001Cod8yEAB","AutoPro Spring Valley<br>303 Roosevelt Ave<br>Spring Valley, NY 10977<br>United States","Spring Valley, NY 10977","0","AutoPro Spring Valley","","Buyback","","","","1016710","491.15","","433.28"
"[ccrz__E_Order__c]","a0n5d00000YRtXHAA1","O-0000016711","0013h00000zugBv","a0P5d00001CodB9EAJ","Oil Service, Inc.<br>3498 Grand Avenue<br>Pittsburgh, PA 15225<br>United States","Pittsburgh, PA 15225","4","Oil Service, Inc.","","ALS Tanker","","","","1016711","35815","","47065"
"[ccrz__E_Order__c]","a0n5d00000YRtXMAA1","O-0000016712","0013h00000zvDNl","a0P5d00001CodBJEAZ","Vesco Oil Corporation<br>P. O. Box 525<br>Southfield, MI 48037<br>United States","Southfield, MI 48037","0","Vesco Oil Corporation","","Common Carrier Cust Acct","","","","1016712","1735.8","","1788.12"
"[ccrz__E_Order__c]","a0n5d00000YRtXWAA1","O-0000016713","0013h00000t5vTo","a0P5d00001CodDFEAZ","Lukoil North America LLC<br>505 5th Avenue 9th Floor<br>New York, NY 10017<br>United States","New York, NY 10017","0","Lukoil North America LLC","","Buyback","","","","1016713","587.28","","731.91"
"[ccrz__E_Order__c]","a0n5d00000YRtXvAAL","O-0000016714","0013h00000vLrpk","a0P5d00001CodLOEAZ","Preferred Materials Inc<br>4636 Scarborough Drive<br>Lutz, FL 33559<br>United States","Lutz, FL 33559","0","Preferred Materials Inc","","Buyback","","","","1016714","390.4725","","1769.64"
"[ccrz__E_Order__c]","a0n5d00000YRtaiAAD","O-0000016715","0013h00000zvDKN","a0P5d00001Coe9oEAB","Troil Enterprises, LLC<br>2485 East State Street Ext.<br>Trenton, NJ 08619<br>United States","Trenton, NJ 08619","0","Troil Enterprises, LLC","","Customer Pickup","","","","1016715","13627.32","","10042.2"
"[ccrz__E_Order__c]","a0n5d00000YRtanAAD","O-0000016716","0013h00000zvDKN","a0P5d00001CoeA8EAJ","Troil Enterprises, LLC<br>2485 East State Street Ext.<br>Trenton, NJ 08619<br>United States","Trenton, NJ 08619","0","Troil Enterprises, LLC","","Customer Pickup","","","","1016716","17978.52","","18396"
"[ccrz__E_Order__c]","a0n5d00000YRtasAAD","O-0000016717","0013h00000t5b0Z","a0P5d00001CoeASEAZ","Appalachian Aggregates, LLC<br>PO Box 554<br>Dunbar, WV 25064<br>United States","Dunbar, WV 25064","4","Appalachian Aggregates, LLC","","Buyback","","","","1016717","5068.73","","4629.66"
"[ccrz__E_Order__c]","a0n5d00000YRtaxAAD","O-0000016718","0013h00000t5vTb","a0P5d00001CoeB6EAJ","Lukoil North America LLC<br>505 5th Avenue 9th Floor<br>New York, NY 10017<br>United States","New York, NY 10017","0","Lukoil North America LLC","","Buyback","","","","1016718","494.17","","486.55"
"[ccrz__E_Order__c]","a0n5d00000YRtb2AAD","O-0000016719","0013h00000ztCrA","a0P5d00001CoeEKEAZ","Chesapeake Petroleum<br>P. O. Box 7610<br>Gaithersburg, MD 20898<br>United States","Gaithersburg, MD 20898","1","Chesapeake Petroleum","","ALS Tanker","","","","1016719","49855","","45635.84"
"[ccrz__E_Order__c]","a0n5d00000YRtbWAAT","O-0000016720","0013h00000JQpx8","a0P5d00001CoeJyEAJ","Parts Authority LLC<br>3 Dakota Drive<br>New Hyde Park, NY 11042<br>United States","New Hyde Park, NY 11042","0","Parts Authority LLC","","Buyback","","","","1016720","177.65","","444.28"
"[ccrz__E_Order__c]","a0n5d00000YRtbbAAD","O-0000016721","0013h00000zssaO","a0P5d00001CoeLQEAZ","Brenntag Lubricants Northeast<br>1064 Goffs Falls Road<br>Manchester, NH 03103<br>United States","Manchester, NH 03103","2","Brenntag Lubricants Northeast","","ALS Tanker","","","","1016721","37141","","50869"
"[ccrz__E_Order__c]","a0n5d00000YRtblAAD","O-0000016722","0013h000012WwHD","a0P5d00001CoeQLEAZ","Woodford Oil Company<br>P. O. Box 567<br>Elkins, WV 26241<br>United States","Elkins, WV 26241","2","Woodford Oil Company","","ALS Tanker","","","","1016722","38775","","47386"
"[ccrz__E_Order__c]","a0n5d00000YRtbqAAD","O-0000016723","0013h00000ztMKZ","a0P5d00001CoeU8EAJ","Grade A Petroleum<br>90 East Hawthorne Avenue<br>Valley Stream, NY 11580<br>United States","Valley Stream, NY 11580","3","Grade A Petroleum","","ALS Tanker","","","","1016723","18980","","49229.1"
"[ccrz__E_Order__c]","a0n5d00000YRtbvAAD","O-0000016724","0013h00000t5vSs","a0P5d00001CoeW4EAJ","Lukoil North America LLC<br>505 5th Avenue 9th Floor<br>New York, NY 10017<br>United States","New York, NY 10017","0","Lukoil North America LLC","","Buyback","","","","1016724","417.5","","487.11"
"[ccrz__E_Order__c]","a0n5d00000YRtc0AAD","O-0000016725","0013h00000zugGd","a0P5d00001CoeWnEAJ","Petrochoice<br>640 Freedom Business Center Drive Suite 400<br>Fort Washington, PA 19034<br>United States","Fort Washington, PA 19034","4","Petrochoice","","ALS Tanker","","","","1016725","55765","","46628.64"
"[ccrz__E_Order__c]","a0n5d00000YRtcAAAT","O-0000016726","0013h00000JQpje","a0P5d00001CoeZwEAJ","Mavis Discount Tire<br>358 Saw Mill River Road<br>Millwood, NY 10546<br>United States","Millwood, NY 10546","0","Mavis Discount Tire","","Common Carrier Prepay","","","","1016726","47287.2","","44009.28"
"[ccrz__E_Order__c]","a0n5d00000YRtcFAAT","O-0000016727","0013h00000JQpje","a0P5d00001CoeauEAB","Mavis Discount Tire<br>358 Saw Mill River Road<br>Millwood, NY 10546<br>United States","Millwood, NY 10546","0","Mavis Discount Tire","","Common Carrier Prepay","","","","1016727","49764","","43831.68"
"[ccrz__E_Order__c]","a0n5d00000YRtcKAAT","O-0000016728","0013h00000zugGd","a0P5d00001CoebdEAB","Petrochoice<br>640 Freedom Business Center Drive Suite 400<br>Fort Washington, PA 19034<br>United States","Fort Washington, PA 19034","4","Petrochoice","","Customer Pickup","","","","1016728","38988.6","","40969.6"
"[ccrz__E_Order__c]","a0n5d00000YRtcZAAT","O-0000016729","0013h00000xrz61","a0P5d00001CoeffEAB","Sunoco Inc.<br>Ten Penn Center 1818 Market Street, Suite 1500<br>Philadelphia, PA 19103<br>United States","Philadelphia, PA 19103","1","Sunoco Inc.","","Buyback","","","","1016729","1212.56","","1334"
"[ccrz__E_Order__c]","a0n5d00000YRtdWAAT","O-0000016730","0013h000012Wvvv","a0P5d00001CoewIEAR","The United Oil Company, Inc<br>4405 E Baltimore Street<br>Baltimore, MD 21224<br>United States","Baltimore, MD 21224","2","The United Oil Company, Inc","","ALS Tanker","","","","1016730","52672","","47896.68"
"[ccrz__E_Order__c]","a0n5d00000YRtdbAAD","O-0000016731","0015d00003kZBE9","a0P5d00001CoeyyEAB","Advance Auto Parts<br>2635 East Millbrook Road<br>Raleigh, NC 27604<br>United States","Raleigh, NC 27604","0","Advance Auto Parts","","Common Carrier Prepay","","","","1016731","2356.32","","2206.92"
"[ccrz__E_Order__c]","a0n5d00000YRtg1AAD","O-0000016732","0013h00000JQpl3","a0P5d00001CofZBEAZ","AutoPro Spring Valley<br>303 Roosevelt Ave<br>Spring Valley, NY 10977<br>United States","Spring Valley, NY 10977","0","AutoPro Spring Valley","","Buyback","","","","1016732","887.15","","870.63"
"[ccrz__E_Order__c]","a0n5d00000YRtg6AAD","O-0000016733","0013h00000JQpl3","a0P5d00001CofZVEAZ","AutoPro Spring Valley<br>303 Roosevelt Ave<br>Spring Valley, NY 10977<br>United States","Spring Valley, NY 10977","0","AutoPro Spring Valley","","Buyback","","","","1016733","720.5","","870.19"
"[ccrz__E_Order__c]","a0n5d00000YRtzIAAT","O-0000016734","0015d00003eSpMa","a0P5d00001CojDZEAZ","Newburgh Auto Spa Inc<br>86 Route 17K<br>Newburgh, NY 12550<br>United States","Newburgh, NY 12550","0","Newburgh Auto Spa Inc","","Buyback","","","","1016734","222.99","","137.22"
"[ccrz__E_Order__c]","a0n5d00000YRu3eAAD","O-0000016735","0015d00003VJ9HX","a0P5d00001CojlrEAB","Domestic Fuels &amp; Lubes, Inc<br>400 Freeman Ave<br>Chesapeake, VA 23324<br>","Chesapeake, VA 23324","3","Domestic Fuels & Lubes, Inc","","ALS Tanker","","","","1016735","54743","","47938.63"
"[ccrz__E_Order__c]","a0n5d00000YRu3oAAD","O-0000016736","0013h00000t5b0Z","a0P5d00001CojmVEAR","Appalachian Aggregates, LLC<br>PO Box 554<br>Dunbar, WV 25064<br>United States","Dunbar, WV 25064","0","Appalachian Aggregates, LLC","","Buyback","","","","1016736","415.45","","409.9"
"[ccrz__E_Order__c]","a0n5d00000YRu3tAAD","O-0000016737","0013h00000vLFv7","a0P5d00001CojmzEAB","Pennsy Supply, Inc.<br>PO Box 3331<br>Harrisburg, PA 17105<br>United States","Harrisburg, PA 17105","0","Pennsy Supply, Inc.","","Buyback","","","","1016737","1331.52","","1790.88"
"[ccrz__E_Order__c]","a0n5d00000YRu3yAAD","O-0000016738","0013h00000zugGd","a0P5d00001Cojn4EAB","Petrochoice<br>640 Freedom Business Center Drive Suite 400<br>Fort Washington, PA 19034<br>United States","Fort Washington, PA 19034","3","Petrochoice","","Customer Pickup","","","","1016738","47901.69","","46632.32"
"[ccrz__E_Order__c]","a0n5d00000YRu4DAAT","O-0000016739","0013h000012WjL8","a0P5d00001CojnxEAB","Monroe Fluid Technology (PA)<br>36 Draffin Road<br>Hilton, NY 14468<br>United States","Hilton, NY 14468","1","Monroe Fluid Technology (PA)","","Customer Pickup","","","","1016739","49140","","28740.72"
"[ccrz__E_Order__c]","a0n5d00000YRu4IAAT","O-0000016740","0013h00000xryw8","a0P5d00001CojolEAB","Sunoco Inc.<br>Ten Penn Center 1818 Market Street, Suite 1500<br>Philadelphia, PA 19103<br>United States","Philadelphia, PA 19103","1","Sunoco Inc.","","Buyback","","","","1016740","401.99","","442.25"
"[ccrz__E_Order__c]","a0n5d00000YRu4NAAT","O-0000016741","0013h00000ztCrA","a0P5d00001CojpFEAR","Chesapeake Petroleum<br>P. O. Box 7610<br>Gaithersburg, MD 20898<br>United States","Gaithersburg, MD 20898","2","Chesapeake Petroleum","","ALS Tanker","","","","1016741","31160","","45399.9"
"[ccrz__E_Order__c]","a0n5d00000YRu4SAAT","O-0000016742","0013h00000xrzEB","a0P5d00001CojpKEAR","Sunoco Inc.<br>Ten Penn Center 1818 Market Street, Suite 1500<br>Philadelphia, PA 19103<br>United States","Philadelphia, PA 19103","1","Sunoco Inc.","","Buyback","","","","1016742","994.5","","1087.5"
"[ccrz__E_Order__c]","a0n5d00000YRu4hAAD","O-0000016743","0013h00000zvDKN","a0P5d00001CojqNEAR","Troil Enterprises, LLC<br>2485 East State Street Ext.<br>Trenton, NJ 08619<br>United States","Trenton, NJ 08619","1","Troil Enterprises, LLC","","Customer Pickup","","","","1016743","31200","","36029.04"
"[ccrz__E_Order__c]","a0n5d00000YRu4rAAD","O-0000016744","0013h00000t5YJi","a0P5d00001CojqwEAB","Adams Products<br>333 N. Greene Street Suite 500<br>Greensboro, NC 27401<br>United States","Greensboro, NC 27401","1","Adams Products","","Buyback","","","","1016744","2160.87","","2364.36"
"[ccrz__E_Order__c]","a0n5d00000YRu5VAAT","O-0000016745","0013h00000JQpxo","a0P5d00001CojueEAB","Parts Authority LLC<br>3 Dakota Drive<br>New Hyde Park, NY 11042<br>United States","New Hyde Park, NY 11042","0","Parts Authority LLC","","Buyback","","","","1016745","177.65","","444.28"
"[ccrz__E_Order__c]","a0n5d00000YRu5aAAD","O-0000016746","0013h000012WitZ","a0P5d00001Cojx4EAB","Modern Handling Equipment Company<br>2501 Durham Road<br>Bristol, PA 19007<br>United States","Bristol, PA 19007","0","Modern Handling Equipment Company","","Customer Pickup","","","","1016746","1527.12","","1703.1"
"[ccrz__E_Order__c]","a0n5d00000YRu5kAAD","O-0000016747","0013h00000ztCa1","a0P5d00001CojxsEAB","Caribbean Petroleum Group<br>Avenue 27 De Feburo Local 345 Calle<br>Santo Domingo,  <br>Dominican Republic","Santo Domingo,","0","Caribbean Petroleum Group","","Intermodal","","","","1016747","39183.84","","44471.88"
"[ccrz__E_Order__c]","a0n5d00000YRu6JAAT","O-0000016748","0013h00000xryw8","a0P5d00001Cok5OEAR","Sunoco Inc.<br>Ten Penn Center 1818 Market Street, Suite 1500<br>Philadelphia, PA 19103<br>United States","Philadelphia, PA 19103","0","Sunoco Inc.","","Buyback","","","","1016748","3230","","3043.85"
"[ccrz__E_Order__c]","a0n5d00000YRu6OAAT","O-0000016749","0013h00000zssaO","a0P5d00001Cok5TEAR","Brenntag Lubricants Northeast<br>1064 Goffs Falls Road<br>Manchester, NH 03103<br>United States","Manchester, NH 03103","2","Brenntag Lubricants Northeast","","ALS Tanker","","","","1016749","33715","","48110"
"[ccrz__E_Order__c]","a0n5d00000YRu8FAAT","O-0000016750","0013h00000zufgW","a0P5d00001CokAYEAZ","International Chemical Co.<br>2628 North Mascher Street<br>Philadelphia, PA 19133<br>United States","Philadelphia, PA 19133","0","International Chemical Co.","","Customer Pickup","","","","1016750","1749","","1876.12"
"[ccrz__E_Order__c]","a0n5d00000YRu8tAAD","O-0000016751","0013h00000vLFIj","a0P5d00001CokCZEAZ","Oldcastle APG Northeast, Inc.<br>331 Springs Road, Suite 236<br>Red Bank, NJ 07701<br>United States","Red Bank, NJ 07701","0","Oldcastle APG Northeast, Inc.","","Buyback","","","","1016751","750.58","","894.06"
"[ccrz__E_Order__c]","a0n5d00000YRu9DAAT","O-0000016752","0013h00000JQpxo","a0P5d00001CokEMEAZ","Parts Authority LLC<br>3 Dakota Drive<br>New Hyde Park, NY 11042<br>United States","New Hyde Park, NY 11042","0","Parts Authority LLC","","Buyback","","","","1016752","362.45","","444.28"
"[ccrz__E_Order__c]","a0n5d00000YRu9IAAT","O-0000016753","0013h00000zvDmY","a0P5d00001CokEgEAJ","R H Crown Company<br>100 North Market Street<br>Johnstown, NY 12095<br>United States","Johnstown, NY 12095","4","R H Crown Company","","ALS Tanker","","","","1016753","27045","","47285.1"
"[ccrz__E_Order__c]","a0n5d00000YRu9NAAT","O-0000016754","0013h00000zufkK","a0P5d00001CokGXEAZ","Isgett Distributors, Inc<br>51 Highland Center Boulevard<br>Asheville, NC 28806<br>United States","Asheville, NC 28806","3","Isgett Distributors, Inc","","Customer Pickup","","","","1016754","23802.5","","46859.85"
"[ccrz__E_Order__c]","a0n5d00000YRu9SAAT","O-0000016755","0013h00000zufkK","a0P5d00001CokGwEAJ","Isgett Distributors, Inc<br>51 Highland Center Boulevard<br>Asheville, NC 28806<br>United States","Asheville, NC 28806","2","Isgett Distributors, Inc","","Customer Pickup","","","","1016755","29041.3","","46775"
"[ccrz__E_Order__c]","a0n5d00000YRuBXAA1","O-0000016756","0013h000012WjL8","a0P5d00001CokJREAZ","Monroe Fluid Technology (PA)<br>36 Draffin Road<br>Hilton, NY 14468<br>United States","Hilton, NY 14468","1","Monroe Fluid Technology (PA)","","ALS Tanker","","","","1016756","40755","","50281.6"
"[ccrz__E_Order__c]","a0n5d00000YRuBwAAL","O-0000016757","0013h00000zugBv","a0P5d00001CokLrEAJ","Oil Service, Inc.<br>3498 Grand Avenue<br>Pittsburgh, PA 15225<br>United States","Pittsburgh, PA 15225","4","Oil Service, Inc.","","ALS Tanker","","","","1016757","34845","","46620.1"
"[ccrz__E_Order__c]","a0n5d00000YRuCBAA1","O-0000016758","0013h00000ztDeQ","a0P5d00001CokO7EAJ","David Webber Oil Company<br>601 Industrial Road<br>Carlstadt, NJ 07072<br>United States","Carlstadt, NJ 07072","2","David Webber Oil Company","","Customer Pickup","","","","1016758","44715","","46681.16"
"[ccrz__E_Order__c]","a0n5d00000YRuCQAA1","O-0000016759","0013h000013n0hq","a0P5d00001CokQrEAJ","Lukoil Marine Lubricants USA Inc<br>250 South President Street Suite 3200<br>Baltimore, MD 21202<br>United States","Baltimore, MD 21202","2","Lukoil Marine Lubricants USA Inc","","Customer Pickup","","","","1016759","33489.9","","39408.76"
"[ccrz__E_Order__c]","a0n5d00000YRuCkAAL","O-0000016760","0013h00000vL4hs","a0P5d00001CokRzEAJ","Mountain Aggregates, Inc.<br>PO Box 13130<br>Lexington, KY 40583<br>United States","Lexington, KY 40583","","Mountain Aggregates, Inc.","","Buyback","","","","1016760","12626.5","","12101"
"[ccrz__E_Order__c]","a0n5d00000YRuD4AAL","O-0000016761","0013h00000xrz7j","a0P5d00001CokTCEAZ","Lewis and Raulerson Inc<br>1759 State Street<br>Waycross, GA 31501<br>United States","Waycross, GA 31501","0","Lewis and Raulerson Inc","","Common Carrier Prepay","","","","1016761","7079.76","","3760.18"
"[ccrz__E_Order__c]","a0n5d00000YRuD9AAL","O-0000016762","0013h00000zvCoA","a0P5d00001CokTHEAZ","Transaxle, LLC<br>2501 Route 73 South P. O. Box 2306<br>Cinnaminson, NJ 08077<br>United States","Cinnaminson, NJ 08077","0","Transaxle, LLC","","Buyback","","","","1016762","2090.75","","2124.53"
"[ccrz__E_Order__c]","a0n5d00000YRuDEAA1","O-0000016763","0013h00000zugnW","a0P5d00001CokVNEAZ","Tilcon Connecticut, Inc<br>P. O. Box 839<br>Thornville, OH 43076<br>United States","Thornville, OH 43076","2","Tilcon Connecticut, Inc","","Buyback","","","","1016763","2753","","2544.75"
"[ccrz__E_Order__c]","a0n5d00000YRuDWAA1","O-0000016764","0013h000013n0hq","a0P5d00001CokWLEAZ","Lukoil Marine Lubricants USA Inc<br>250 South President Street Suite 3200<br>Baltimore, MD 21202<br>United States","Baltimore, MD 21202","1","Lukoil Marine Lubricants USA Inc","","Customer Pickup","","","","1016764","44880","","45348.66"
"[ccrz__E_Order__c]","a0n5d00000YRuDgAAL","O-0000016765","0013h00000zugGd","a0P5d00001CokWkEAJ","Petrochoice<br>640 Freedom Business Center Drive Suite 400<br>Fort Washington, PA 19034<br>United States","Fort Washington, PA 19034","4","Petrochoice","","ALS Tanker","","","","1016765","46510","","47069"
"[ccrz__E_Order__c]","a0n5d00000YRuDqAAL","O-0000016766","0015d00003O85qj","a0P5d00001CokYHEAZ","Atlantic Chemical &amp; Equipment Co<br>3471 Atlantic Industrial Pkwy Suite 200<br>Atlanta, GA 30331<br>US","Atlanta, GA 30331","0","Atlantic Chemical & Equipment Co","","Common Carrier Prepay","","","","1016766","2869.01","","200"
"[ccrz__E_Order__c]","a0n5d00000YRuE0AAL","O-0000016767","0015d00003kYJ1J","a0P5d00001CokYbEAJ","Boss Lubricants<br>#104, 6303-30 Street S.E.<br>Calgary, AB T2C 1R4<br>Canada","Calgary, AB T2C 1R4","0","Boss Lubricants","","Common Carrier Prepay","","","","1016767","2869.01","","200"
"[ccrz__E_Order__c]","a0n5d00000YRuE5AAL","O-0000016768","0013h00000zugGd","a0P5d00001CokYvEAJ","Petrochoice<br>640 Freedom Business Center Drive Suite 400<br>Fort Washington, PA 19034<br>United States","Fort Washington, PA 19034","4","Petrochoice","","ALS Tanker","","","","1016768","49455","","46185.41"
"[ccrz__E_Order__c]","a0n5d00000YRuJOAA1","O-0000016770","0013h00000zssaO","a0P5d00001CokmiEAB","Brenntag Lubricants Northeast<br>1064 Goffs Falls Road<br>Manchester, NH 03103<br>United States","Manchester, NH 03103","3","Brenntag Lubricants Northeast","","ALS Tanker","","","","1016770","39970","","39915.15"
"[ccrz__E_Order__c]","a0n5d00000YRuJTAA1","O-0000016771","0013h00000t5b8N","a0P5d00001CoknvEAB","Callanan Industries, Inc.<br>PO Box 610<br>Thornville, OH 43076<br>United States","Thornville, OH 43076","0","Callanan Industries, Inc.","","Buyback","","","","1016771","453.18","","118.65"
